Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Segment,Postal Code,Product ID,Sales,Quantity,Discount,Profit
2237,CA-2021-145849,15/09/2021,17/09/2021,Second Class,CT-11995,Consumer,46203,OFF-AR-10000817,24,,,
2238,CA-2022-122322,15/07/2022,21/07/2022,Standard Class,RH-19510,Home Office,84604,OFF-SU-10000952,44,,,
2239,CA-2023-166849,20/04/2023,26/04/2023,Standard Class,SJ-20125,Home Office,60610,FUR-FU-10004597,44,,,
2240,CA-2022-146633,15/11/2022,17/11/2022,Second Class,TG-21310,Consumer,90049,OFF-BI-10003527,1016,,,
2241,CA-2022-146633,15/11/2022,17/11/2022,Second Class,TG-21310,Consumer,90049,OFF-BI-10002982,38,,,
2242,US-2022-126893,26/11/2022,1/12/2022,Standard Class,CT-11995,Consumer,19134,TEC-PH-10004165,494,,,
2243,CA-2023-103380,21/11/2023,25/11/2023,Standard Class,BF-11005,Home Office,91104,OFF-ST-10003442,56,,,
2244,CA-2023-103380,21/11/2023,25/11/2023,Standard Class,BF-11005,Home Office,91104,OFF-AR-10003856,5,,,
2245,CA-2023-103380,21/11/2023,25/11/2023,Standard Class,BF-11005,Home Office,91104,OFF-FA-10004248,9,,,
2246,CA-2023-103380,21/11/2023,25/11/2023,Standard Class,BF-11005,Home Office,91104,OFF-AP-10001492,8,,,
2247,CA-2023-103380,21/11/2023,25/11/2023,Standard Class,BF-11005,Home Office,91104,TEC-PH-10004165,659,,,
2248,CA-2021-116092,15/02/2021,18/02/2021,Second Class,JM-16195,Consumer,90004,OFF-PA-10004285,13,,,
2249,CA-2021-116092,15/02/2021,18/02/2021,Second Class,JM-16195,Consumer,90004,OFF-BI-10001628,41,,,
2250,CA-2021-116092,15/02/2021,18/02/2021,Second Class,JM-16195,Consumer,90004,OFF-BI-10000546,11,,,
2251,CA-2021-116092,15/02/2021,18/02/2021,Second Class,JM-16195,Consumer,90004,OFF-AP-10001391,541,,,
2252,CA-2021-116092,15/02/2021,18/02/2021,Second Class,JM-16195,Consumer,90004,OFF-PA-10000477,19,,,
2253,CA-2022-117849,15/04/2022,17/04/2022,Second Class,JK-16120,Home Office,92105,OFF-PA-10004327,143,,,
2254,CA-2021-169201,28/09/2021,1/10/2021,First Class,HG-14965,Corporate,94110,OFF-AP-10000696,43,,,
2255,CA-2021-169201,28/09/2021,1/10/2021,First Class,HG-14965,Corporate,94110,OFF-AP-10002082,43,,,
2256,CA-2022-164091,17/09/2022,22/09/2022,Standard Class,LA-16780,Corporate,4401,TEC-PH-10001944,437,,,
2257,CA-2022-164091,17/09/2022,22/09/2022,Standard Class,LA-16780,Corporate,4401,FUR-FU-10004952,109,,,
2258,CA-2023-105214,16/06/2023,19/06/2023,First Class,TS-21610,Consumer,94122,FUR-CH-10000015,1212,,,
2259,CA-2023-105214,16/06/2023,19/06/2023,First Class,TS-21610,Consumer,94122,OFF-PA-10001776,18,,,
2260,CA-2021-117611,8/11/2021,10/11/2021,Second Class,MZ-17335,Home Office,92024,OFF-FA-10002280,5,1,0,2
2261,CA-2021-117611,8/11/2021,10/11/2021,Second Class,MZ-17335,Home Office,92024,TEC-AC-10002049,371,,,
2262,US-2021-137960,18/12/2021,18/12/2021,Same Day,MW-18220,Consumer,10035,TEC-AC-10002253,166,,,
2263,CA-2023-122994,6/2/2023,9/2/2023,First Class,MV-17485,Consumer,22204,FUR-BO-10004015,359,,,
2264,CA-2022-131065,14/11/2022,16/11/2022,Second Class,AA-10375,Consumer,30318,TEC-AC-10004145,499,,,
2265,CA-2022-131065,14/11/2022,16/11/2022,Second Class,AA-10375,Consumer,30318,OFF-PA-10002479,5,,,
2266,CA-2022-131065,14/11/2022,16/11/2022,Second Class,AA-10375,Consumer,30318,OFF-BI-10004970,8,,,
2267,CA-2023-149146,12/10/2023,12/10/2023,Same Day,SM-20320,Home Office,28110,OFF-PA-10003919,7,,,
2268,CA-2023-137470,17/09/2023,17/09/2023,Same Day,TP-21415,Consumer,98115,OFF-PA-10002001,12,,,
2269,CA-2023-105480,20/12/2023,26/12/2023,Standard Class,DK-13225,Corporate,14609,OFF-PA-10002787,6,,,
2270,CA-2023-105480,20/12/2023,26/12/2023,Standard Class,DK-13225,Corporate,14609,OFF-BI-10003291,6,,,
2271,CA-2023-164917,2/12/2023,7/12/2023,Standard Class,MK-17905,Corporate,33180,OFF-AR-10004344,47,,,
2272,CA-2021-102036,21/09/2021,27/09/2021,Standard Class,CS-12130,Consumer,98105,OFF-ST-10003123,199,,,
2273,CA-2021-142944,6/3/2021,11/3/2021,Standard Class,JL-15850,Consumer,94122,FUR-FU-10000308,435,,,
2274,CA-2021-142944,6/3/2021,11/3/2021,Standard Class,JL-15850,Consumer,94122,TEC-CO-10003763,1119,,,
2275,CA-2020-157882,3/10/2020,8/10/2020,Second Class,AR-10405,Corporate,90036,FUR-TA-10001866,143,,,
2276,CA-2020-157882,3/10/2020,8/10/2020,Second Class,AR-10405,Corporate,90036,FUR-CH-10002774,122,,,
2277,CA-2020-104283,27/06/2020,1/7/2020,Standard Class,LM-17065,Consumer,38671,OFF-ST-10004337,306,,,
2278,CA-2020-104283,27/06/2020,1/7/2020,Standard Class,LM-17065,Consumer,38671,FUR-TA-10001039,85,,,
2279,CA-2020-104283,27/06/2020,1/7/2020,Standard Class,LM-17065,Consumer,38671,TEC-AC-10000109,223,,,
2280,CA-2023-142622,30/10/2023,2/11/2023,First Class,JK-15625,Consumer,98115,FUR-CH-10003833,97,,,
2281,CA-2023-142622,30/10/2023,2/11/2023,First Class,JK-15625,Consumer,98115,FUR-CH-10004289,614,,,
2282,CA-2023-142622,30/10/2023,2/11/2023,First Class,JK-15625,Consumer,98115,FUR-BO-10004467,199,,,
2283,CA-2022-132143,3/9/2022,5/9/2022,First Class,FM-14215,Corporate,6457,OFF-PA-10002713,48,,,
2284,CA-2021-153108,5/3/2021,9/3/2021,Standard Class,SF-20200,Consumer,47362,TEC-PH-10001552,23,,,
2285,CA-2021-153108,5/3/2021,9/3/2021,Standard Class,SF-20200,Consumer,47362,OFF-AP-10002222,60,,,
2286,CA-2022-112676,5/5/2022,8/5/2022,First Class,PJ-18835,Corporate,37130,OFF-PA-10003971,14,,,
2287,CA-2023-165687,17/11/2023,23/11/2023,Standard Class,CS-12355,Consumer,24153,OFF-AP-10004036,35,,,
2288,US-2023-112928,1/6/2023,5/6/2023,Second Class,BB-10990,Corporate,43615,OFF-AP-10002287,17,,,
2289,CA-2023-143343,10/6/2023,13/06/2023,First Class,BW-11200,Consumer,90032,OFF-AR-10002375,16,,,
2290,CA-2023-115154,8/1/2023,11/1/2023,First Class,RS-19420,Corporate,98115,FUR-TA-10001950,892,,,
2291,CA-2021-149342,20/04/2021,25/04/2021,Standard Class,TS-21160,Corporate,31907,TEC-PH-10001557,287,,,
2292,CA-2021-149342,20/04/2021,25/04/2021,Standard Class,TS-21160,Corporate,31907,FUR-FU-10002937,595,,,
2293,CA-2021-149342,20/04/2021,25/04/2021,Standard Class,TS-21160,Corporate,31907,OFF-PA-10001166,12,,,
2294,CA-2021-130995,1/11/2021,6/11/2021,Standard Class,QJ-19255,Corporate,10009,TEC-PH-10000347,4,,,
2295,CA-2023-127929,23/12/2023,27/12/2023,Standard Class,FM-14215,Corporate,6457,FUR-FU-10003708,181,,,
2296,CA-2021-113145,1/11/2021,5/11/2021,Standard Class,VD-21670,Consumer,10011,OFF-PA-10002659,13,,,
2297,CA-2021-113145,1/11/2021,5/11/2021,Standard Class,VD-21670,Consumer,10011,FUR-FU-10000965,259,,,
2298,CA-2021-113145,1/11/2021,5/11/2021,Standard Class,VD-21670,Consumer,10011,TEC-PH-10001527,42,,,
2299,CA-2021-113145,1/11/2021,5/11/2021,Standard Class,VD-21670,Consumer,10011,TEC-AC-10001838,1399,,,
2300,CA-2021-113145,1/11/2021,5/11/2021,Standard Class,VD-21670,Consumer,10011,TEC-PH-10002597,503,,,
2301,CA-2020-162362,14/11/2020,18/11/2020,Standard Class,JL-15505,Consumer,48640,OFF-BI-10000756,12,,,
2302,CA-2020-162362,14/11/2020,18/11/2020,Standard Class,JL-15505,Consumer,48640,OFF-BI-10000546,11,,,
2303,CA-2022-106558,17/01/2022,21/01/2022,Standard Class,DL-13495,Corporate,31907,TEC-AC-10001142,316,4,0,31
2304,CA-2023-157931,17/09/2023,22/09/2023,Second Class,MO-17800,Home Office,30076,FUR-CH-10000785,723,,,
2305,CA-2023-157931,17/09/2023,22/09/2023,Second Class,MO-17800,Home Office,30076,OFF-PA-10000474,106,,,
2306,CA-2022-115574,23/12/2022,24/12/2022,First Class,BP-11185,Corporate,60623,FUR-BO-10003441,141,,,
2307,CA-2021-160794,6/8/2021,8/8/2021,First Class,MS-17980,Corporate,77041,OFF-PA-10004156,27,,,
2308,CA-2023-116225,5/11/2023,9/11/2023,Standard Class,SV-20935,Consumer,10009,TEC-AC-10001432,390,,,
2309,US-2023-120418,11/6/2023,12/6/2023,First Class,BC-11125,Home Office,85345,FUR-CH-10001394,280,,,
2310,US-2023-120418,11/6/2023,12/6/2023,First Class,BC-11125,Home Office,85345,OFF-ST-10002370,68,,,
2311,US-2023-120418,11/6/2023,12/6/2023,First Class,BC-11125,Home Office,85345,OFF-AR-10002956,88,,,
2312,US-2023-120418,11/6/2023,12/6/2023,First Class,BC-11125,Home Office,85345,OFF-AR-10001955,15,,,
2313,US-2023-120418,11/6/2023,12/6/2023,First Class,BC-11125,Home Office,85345,OFF-ST-10001809,215,,,
2314,CA-2023-122035,20/07/2023,25/07/2023,Standard Class,EM-13825,Corporate,57103,OFF-LA-10004093,14,,,
2315,CA-2023-122035,20/07/2023,25/07/2023,Standard Class,EM-13825,Corporate,57103,OFF-AP-10002118,416,,,
2316,CA-2023-122035,20/07/2023,25/07/2023,Standard Class,EM-13825,Corporate,57103,OFF-BI-10000404,43,5,0,20
2317,CA-2023-122035,20/07/2023,25/07/2023,Standard Class,EM-13825,Corporate,57103,FUR-CH-10003833,182,,,
2318,CA-2023-122035,20/07/2023,25/07/2023,Standard Class,EM-13825,Corporate,57103,OFF-BI-10002072,60,,,
2319,CA-2023-122035,20/07/2023,25/07/2023,Standard Class,EM-13825,Corporate,57103,TEC-AC-10003095,389,,,
2320,CA-2021-117828,23/12/2021,26/12/2021,First Class,BD-11500,Consumer,23223,OFF-AP-10001563,194,,,
2321,CA-2023-165491,20/03/2023,24/03/2023,Standard Class,HW-14935,Corporate,98115,TEC-AC-10000358,265,,,
2322,CA-2021-109470,31/12/2021,3/1/2022,Second Class,KC-16255,Corporate,42420,OFF-BI-10004492,94,,,
2323,CA-2021-109470,31/12/2021,3/1/2022,Second Class,KC-16255,Corporate,42420,OFF-BI-10001072,60,,,
2324,CA-2021-109470,31/12/2021,3/1/2022,Second Class,KC-16255,Corporate,42420,OFF-BI-10003707,76,,,
2325,CA-2021-109470,31/12/2021,3/1/2022,Second Class,KC-16255,Corporate,42420,OFF-BI-10000977,364,,,
2326,CA-2021-105102,15/09/2021,19/09/2021,Second Class,BM-11575,Corporate,10035,OFF-BI-10002082,79,,,
2327,CA-2021-105102,15/09/2021,19/09/2021,Second Class,BM-11575,Corporate,10035,FUR-BO-10004709,46,,,
2328,CA-2021-105102,15/09/2021,19/09/2021,Second Class,BM-11575,Corporate,10035,OFF-PA-10002365,12,,,
2329,CA-2023-138422,23/09/2023,26/09/2023,First Class,KN-16705,Home Office,80525,OFF-EN-10004147,14,,,
2330,US-2021-147739,25/12/2021,29/12/2021,Standard Class,JD-16150,Corporate,19140,FUR-FU-10001468,547,,,
2331,CA-2022-155187,24/09/2022,26/09/2022,Second Class,LA-16780,Corporate,90004,OFF-ST-10000642,41,,,
2332,CA-2022-155187,24/09/2022,26/09/2022,Second Class,LA-16780,Corporate,90004,OFF-PA-10000380,41,,,
2333,CA-2023-169285,21/03/2023,25/03/2023,Standard Class,RW-19690,Consumer,47905,OFF-PA-10004071,277,,,
2334,CA-2023-169285,21/03/2023,25/03/2023,Standard Class,RW-19690,Consumer,47905,OFF-PA-10004971,5,,,
2335,CA-2020-140886,30/09/2020,4/10/2020,Standard Class,KW-16570,Consumer,37042,OFF-AP-10000696,69,,,
2336,CA-2023-152695,10/12/2023,10/12/2023,Same Day,CC-12220,Consumer,6824,OFF-EN-10004030,10,,,
2337,CA-2023-152695,10/12/2023,10/12/2023,Same Day,CC-12220,Consumer,6824,OFF-AP-10000026,426,,,
2338,CA-2020-110639,23/08/2020,23/08/2020,Same Day,RH-19495,Consumer,10009,OFF-PA-10003936,25,,,
2339,CA-2020-110639,23/08/2020,23/08/2020,Same Day,RH-19495,Consumer,10009,OFF-PA-10004530,45,,,
2340,CA-2020-121727,19/08/2020,24/08/2020,Standard Class,JK-15625,Consumer,43229,OFF-AR-10004930,10,,,
2341,CA-2022-137736,10/11/2022,15/11/2022,Standard Class,DC-13285,Consumer,31088,OFF-AR-10004999,41,,,
2342,US-2020-143231,31/12/2020,3/1/2021,First Class,GM-14455,Home Office,2038,FUR-FU-10002501,63,,,
2343,US-2020-143231,31/12/2020,3/1/2021,First Class,GM-14455,Home Office,2038,TEC-AC-10000358,113,,,
2344,US-2020-155894,26/07/2020,30/07/2020,Second Class,CL-11890,Consumer,60623,OFF-ST-10004804,123,,,
2345,CA-2022-119025,22/02/2022,28/02/2022,Standard Class,PV-18985,Home Office,53209,OFF-AP-10001205,490,,,
2346,CA-2022-159373,13/03/2022,18/03/2022,Standard Class,LT-17110,Consumer,78207,OFF-PA-10000659,70,,,
2347,CA-2022-159373,13/03/2022,18/03/2022,Standard Class,LT-17110,Consumer,78207,OFF-BI-10004141,1,,,
2348,CA-2022-159373,13/03/2022,18/03/2022,Standard Class,LT-17110,Consumer,78207,FUR-TA-10004619,557,,,
2349,CA-2023-109701,2/12/2023,3/12/2023,Same Day,AM-10360,Corporate,90032,OFF-BI-10004187,9,,,
2350,CA-2023-109701,2/12/2023,3/12/2023,Same Day,AM-10360,Corporate,90032,OFF-BI-10000632,69,,,
2351,CA-2023-109701,2/12/2023,3/12/2023,Same Day,AM-10360,Corporate,90032,OFF-PA-10003724,10,,,
2352,CA-2023-109701,2/12/2023,3/12/2023,Same Day,AM-10360,Corporate,90032,OFF-AP-10002765,79,,,
2353,CA-2023-109701,2/12/2023,3/12/2023,Same Day,AM-10360,Corporate,90032,OFF-AR-10001868,10,,,
2354,CA-2021-111514,31/08/2021,2/9/2021,First Class,SC-20260,Corporate,94122,FUR-BO-10002545,1552,,,
2355,CA-2021-111514,31/08/2021,2/9/2021,First Class,SC-20260,Corporate,94122,OFF-BI-10002735,137,,,
2356,CA-2021-111514,31/08/2021,2/9/2021,First Class,SC-20260,Corporate,94122,TEC-AC-10004864,36,,,
2357,CA-2021-111514,31/08/2021,2/9/2021,First Class,SC-20260,Corporate,94122,TEC-MA-10000597,239,,,
2358,US-2020-148838,17/03/2020,21/03/2020,Standard Class,CP-12340,Corporate,10024,FUR-TA-10003473,1579,,,
2359,US-2020-148838,17/03/2020,21/03/2020,Standard Class,CP-12340,Corporate,10024,FUR-TA-10001950,1071,,,
2360,US-2020-148838,17/03/2020,21/03/2020,Standard Class,CP-12340,Corporate,10024,FUR-TA-10004175,613,,,
2361,US-2020-148838,17/03/2020,21/03/2020,Standard Class,CP-12340,Corporate,10024,OFF-PA-10002960,34,,,
2362,US-2020-148838,17/03/2020,21/03/2020,Standard Class,CP-12340,Corporate,10024,OFF-PA-10000919,155,,,
2363,CA-2023-136497,16/04/2023,20/04/2023,Standard Class,RF-19840,Consumer,43229,OFF-BI-10001553,13,,,
2364,US-2022-108637,13/03/2022,18/03/2022,Standard Class,AB-10060,Home Office,22980,FUR-FU-10004864,127,,,
2365,US-2022-108637,13/03/2022,18/03/2022,Standard Class,AB-10060,Home Office,22980,OFF-AP-10004540,160,,,
2366,US-2022-108637,13/03/2022,18/03/2022,Standard Class,AB-10060,Home Office,22980,OFF-BI-10004965,46,4,0,20
2367,CA-2020-102295,24/11/2020,26/11/2020,Second Class,EH-13990,Consumer,95823,FUR-CH-10001714,120,,,
2368,CA-2023-123659,10/2/2023,13/02/2023,First Class,MN-17935,Consumer,20735,OFF-PA-10002464,23,,,
2369,US-2022-129469,23/09/2022,27/09/2022,Standard Class,KL-16555,Corporate,45014,FUR-FU-10002298,532,,,
2370,US-2022-129469,23/09/2022,27/09/2022,Standard Class,KL-16555,Corporate,45014,OFF-AR-10000315,4,,,
2371,CA-2023-155152,7/7/2023,9/7/2023,Second Class,MP-17965,Corporate,2886,TEC-AC-10004353,252,4,0,93
2372,CA-2022-159940,7/7/2022,11/7/2022,Second Class,BF-11020,Corporate,60505,FUR-FU-10004973,60,,,
2373,CA-2022-159940,7/7/2022,11/7/2022,Second Class,BF-11020,Corporate,60505,OFF-FA-10000936,2,,,
2374,CA-2022-159940,7/7/2022,11/7/2022,Second Class,BF-11020,Corporate,60505,OFF-PA-10001609,23,,,
2375,CA-2022-159940,7/7/2022,11/7/2022,Second Class,BF-11020,Corporate,60505,FUR-CH-10000785,253,,,
2376,CA-2023-119669,24/01/2023,30/01/2023,Standard Class,TP-21130,Consumer,30080,OFF-FA-10000053,5,,,
2377,US-2020-164616,19/08/2020,21/08/2020,Second Class,MS-17770,Consumer,43229,OFF-BI-10001718,76,,,
2378,US-2020-164616,19/08/2020,21/08/2020,Second Class,MS-17770,Consumer,43229,OFF-SU-10004768,9,,,
2379,CA-2021-148628,6/12/2021,11/12/2021,Standard Class,KM-16375,Home Office,91360,OFF-PA-10003883,32,,,
2380,CA-2022-118052,6/5/2022,10/5/2022,Standard Class,BE-11455,Home Office,44052,OFF-FA-10004248,7,,,
2381,CA-2022-118052,6/5/2022,10/5/2022,Standard Class,BE-11455,Home Office,44052,OFF-PA-10002581,49,,,
2382,CA-2022-118052,6/5/2022,10/5/2022,Standard Class,BE-11455,Home Office,44052,FUR-FU-10004848,54,,,
2383,US-2023-117534,25/03/2023,26/03/2023,First Class,CV-12295,Consumer,93727,OFF-AP-10002403,176,,,
2384,US-2023-117534,25/03/2023,26/03/2023,First Class,CV-12295,Consumer,93727,OFF-AR-10003087,16,,,
2385,US-2023-117534,25/03/2023,26/03/2023,First Class,CV-12295,Consumer,93727,OFF-BI-10002026,185,,,
2386,US-2023-117534,25/03/2023,26/03/2023,First Class,CV-12295,Consumer,93727,TEC-PH-10000141,211,,,
2387,US-2023-117534,25/03/2023,26/03/2023,First Class,CV-12295,Consumer,93727,TEC-CO-10000971,479,,,
2388,CA-2021-145065,12/12/2021,15/12/2021,First Class,DK-13375,Consumer,92105,OFF-FA-10001229,7,,,
2389,CA-2021-145065,12/12/2021,15/12/2021,First Class,DK-13375,Consumer,92105,OFF-BI-10002437,24,,,
2390,US-2021-127040,6/12/2021,10/12/2021,Standard Class,SG-20605,Consumer,10009,OFF-PA-10004255,6,,,
2391,US-2021-127040,6/12/2021,10/12/2021,Standard Class,SG-20605,Consumer,10009,OFF-PA-10001184,41,,,
2392,US-2021-127040,6/12/2021,10/12/2021,Standard Class,SG-20605,Consumer,10009,TEC-AC-10002637,1619,,,
2393,US-2021-127040,6/12/2021,10/12/2021,Standard Class,SG-20605,Consumer,10009,FUR-FU-10002878,113,,,
2394,CA-2022-128111,17/03/2022,23/03/2022,Standard Class,CS-12355,Consumer,2148,OFF-AR-10000588,39,,,
2395,CA-2021-137897,14/11/2021,19/11/2021,Standard Class,PJ-18835,Corporate,10035,TEC-AC-10002217,37,,,
2396,CA-2021-137897,14/11/2021,19/11/2021,Standard Class,PJ-18835,Corporate,10035,TEC-AC-10001267,59,,,
2397,CA-2021-137897,14/11/2021,19/11/2021,Standard Class,PJ-18835,Corporate,10035,OFF-PA-10004041,37,5,0,16
2398,CA-2023-169264,14/08/2023,16/08/2023,Second Class,NP-18700,Consumer,94109,OFF-LA-10001613,5,,,
2399,CA-2023-169264,14/08/2023,16/08/2023,Second Class,NP-18700,Consumer,94109,OFF-AR-10000246,16,,,
2400,CA-2023-147361,9/9/2023,15/09/2023,Standard Class,SB-20290,Corporate,29501,OFF-ST-10001809,628,,,
2401,CA-2023-147361,9/9/2023,15/09/2023,Standard Class,SB-20290,Corporate,29501,OFF-ST-10002214,56,,,
2402,CA-2023-145877,1/4/2023,4/4/2023,Second Class,AS-10090,Consumer,65807,OFF-ST-10000649,94,,,
2403,CA-2023-145877,1/4/2023,4/4/2023,Second Class,AS-10090,Consumer,65807,OFF-EN-10001990,28,,,
2404,US-2022-110170,27/09/2022,3/10/2022,Standard Class,HM-14860,Corporate,77340,FUR-BO-10000780,956,,,
2405,CA-2023-108574,7/10/2023,11/10/2023,Standard Class,MG-18145,Consumer,90045,TEC-AC-10002049,1115,,,
2406,CA-2023-108574,7/10/2023,11/10/2023,Standard Class,MG-18145,Consumer,90045,TEC-PH-10003555,128,,,
2407,CA-2023-108574,7/10/2023,11/10/2023,Standard Class,MG-18145,Consumer,90045,TEC-PH-10000702,79,,,
2408,CA-2023-144589,20/01/2023,25/01/2023,Standard Class,TM-21010,Consumer,94122,OFF-AR-10003631,24,,,
2409,CA-2023-144589,20/01/2023,25/01/2023,Standard Class,TM-21010,Consumer,94122,TEC-PH-10003072,359,,,
2410,CA-2023-155985,23/03/2023,25/03/2023,First Class,BE-11335,Home Office,94122,FUR-FU-10000758,211,,,
2411,CA-2020-162684,1/8/2020,6/8/2020,Standard Class,AS-10630,Home Office,19120,OFF-FA-10000992,5,,,
2412,CA-2021-142041,7/6/2021,9/6/2021,Second Class,EM-13810,Corporate,90036,OFF-BI-10004187,7,,,
2413,CA-2020-151295,12/11/2020,16/11/2020,Standard Class,JA-15970,Consumer,90045,OFF-PA-10001947,11,,,
2414,CA-2020-151295,12/11/2020,16/11/2020,Standard Class,JA-15970,Consumer,90045,FUR-TA-10002356,629,,,
2415,CA-2022-156300,29/12/2022,2/1/2023,Standard Class,TB-21595,Consumer,53209,FUR-CH-10001714,754,,,
2416,CA-2021-146087,6/7/2021,11/7/2021,Standard Class,PP-18955,Home Office,1040,FUR-BO-10002824,301,,,
2417,CA-2023-168655,12/10/2023,18/10/2023,Standard Class,ML-18040,Corporate,87105,TEC-AC-10002842,595,5,0,95
2418,CA-2023-168655,12/10/2023,18/10/2023,Standard Class,ML-18040,Corporate,87105,OFF-BI-10002082,79,,,
2419,CA-2022-107202,21/05/2022,28/05/2022,Standard Class,LC-16930,Corporate,89431,TEC-MA-10000112,2396,,,
2420,CA-2023-159597,9/11/2023,14/11/2023,Standard Class,MC-17590,Corporate,92236,OFF-ST-10002289,63,,,
2421,CA-2023-159597,9/11/2023,14/11/2023,Standard Class,MC-17590,Corporate,92236,TEC-AC-10004171,99,,,
2422,CA-2022-155551,18/04/2022,23/04/2022,Standard Class,CR-12580,Home Office,60126,OFF-ST-10003656,230,,,
2423,CA-2022-155551,18/04/2022,23/04/2022,Standard Class,CR-12580,Home Office,60126,OFF-PA-10001560,9,,,
2424,US-2023-147669,25/12/2023,30/12/2023,Standard Class,SV-20935,Consumer,45014,TEC-AC-10002473,158,,,
2425,US-2023-147669,25/12/2023,30/12/2023,Standard Class,SV-20935,Consumer,45014,OFF-BI-10000632,13,,,
2426,US-2023-147669,25/12/2023,30/12/2023,Standard Class,SV-20935,Consumer,45014,FUR-TA-10002645,273,,,
2427,US-2023-147669,25/12/2023,30/12/2023,Standard Class,SV-20935,Consumer,45014,OFF-FA-10002975,39,,,
2428,CA-2022-169922,11/6/2022,17/06/2022,Standard Class,MZ-17515,Corporate,76017,OFF-BI-10003784,1,,,
2429,CA-2022-169922,11/6/2022,17/06/2022,Standard Class,MZ-17515,Corporate,76017,OFF-BI-10001617,8,,,
2430,CA-2022-169922,11/6/2022,17/06/2022,Standard Class,MZ-17515,Corporate,76017,FUR-FU-10004415,12,,,
2431,CA-2023-100748,13/05/2023,20/05/2023,Standard Class,RB-19795,Home Office,94110,OFF-LA-10000240,58,,,
2432,CA-2023-129805,28/12/2023,2/1/2024,Standard Class,HM-14860,Corporate,98103,FUR-FU-10001935,7,,,
2433,CA-2020-148586,25/03/2020,1/4/2020,Standard Class,AZ-10750,Consumer,10009,FUR-CH-10002439,366,,,
2434,US-2023-112613,28/05/2023,1/6/2023,Standard Class,JH-15910,Consumer,77070,TEC-PH-10001536,54,,,
2435,CA-2021-154746,14/11/2021,17/11/2021,First Class,PJ-18835,Corporate,22153,OFF-EN-10001532,33,,,
2436,CA-2021-154746,14/11/2021,17/11/2021,First Class,PJ-18835,Corporate,22153,OFF-AP-10003057,826,,,
2437,CA-2023-140053,3/7/2023,10/7/2023,Standard Class,CA-12265,Consumer,87401,FUR-FU-10003708,545,,,
2438,CA-2020-164210,18/11/2020,20/11/2020,Second Class,PW-19240,Consumer,80027,FUR-TA-10000849,145,,,
2439,CA-2020-164210,18/11/2020,20/11/2020,Second Class,PW-19240,Consumer,80027,OFF-PA-10002259,35,,,
2440,CA-2023-139948,17/07/2023,22/07/2023,Standard Class,SW-20455,Consumer,33614,FUR-FU-10002597,7,,,
2441,CA-2022-146934,22/05/2022,27/05/2022,Standard Class,AF-10870,Consumer,7055,TEC-PH-10004614,345,5,0,86
2442,CA-2022-146934,22/05/2022,27/05/2022,Standard Class,AF-10870,Consumer,7055,FUR-TA-10003748,174,,,
2443,CA-2022-146934,22/05/2022,27/05/2022,Standard Class,AF-10870,Consumer,7055,OFF-AP-10003217,662,,,
2444,CA-2022-146934,22/05/2022,27/05/2022,Standard Class,AF-10870,Consumer,7055,TEC-AC-10002399,95,,,
2445,CA-2022-146934,22/05/2022,27/05/2022,Standard Class,AF-10870,Consumer,7055,OFF-EN-10002973,26,,,
2446,CA-2022-146934,22/05/2022,27/05/2022,Standard Class,AF-10870,Consumer,7055,TEC-PH-10001336,257,,,
2447,CA-2021-100573,25/09/2021,1/10/2021,Standard Class,AM-10705,Consumer,90004,OFF-EN-10000461,17,,,
2448,CA-2022-119165,31/10/2022,6/11/2022,Standard Class,BD-11320,Consumer,19143,FUR-CH-10000988,492,,,
2449,CA-2021-128027,14/09/2021,17/09/2021,Second Class,CM-12385,Consumer,29406,OFF-ST-10001809,269,,,
2450,CA-2022-140207,5/11/2022,10/11/2022,Standard Class,CS-12400,Home Office,95123,OFF-BI-10003963,29,,,
2451,CA-2023-140949,17/03/2023,22/03/2023,Second Class,DB-13405,Consumer,10011,OFF-LA-10000081,18,,,
2452,CA-2023-140949,17/03/2023,22/03/2023,Second Class,DB-13405,Consumer,10011,TEC-PH-10000149,119,,,
2453,CA-2023-140949,17/03/2023,22/03/2023,Second Class,DB-13405,Consumer,10011,OFF-BI-10000605,9,,,
2454,CA-2023-140949,17/03/2023,22/03/2023,Second Class,DB-13405,Consumer,10011,TEC-AC-10002399,57,,,
2455,CA-2023-140949,17/03/2023,22/03/2023,Second Class,DB-13405,Consumer,10011,TEC-AC-10003038,71,,,
2456,CA-2023-140949,17/03/2023,22/03/2023,Second Class,DB-13405,Consumer,10011,OFF-ST-10000344,107,,,
2457,CA-2023-140949,17/03/2023,22/03/2023,Second Class,DB-13405,Consumer,10011,OFF-LA-10004093,7,,,
2458,CA-2023-140949,17/03/2023,22/03/2023,Second Class,DB-13405,Consumer,10011,OFF-AR-10001683,59,,,
2459,CA-2023-140949,17/03/2023,22/03/2023,Second Class,DB-13405,Consumer,10011,OFF-ST-10003455,46,,,
2460,CA-2023-138548,15/08/2023,21/08/2023,Standard Class,JG-15160,Consumer,7060,OFF-AP-10002578,97,,,
2461,CA-2021-142419,11/7/2021,13/07/2021,Second Class,SC-20380,Consumer,98115,OFF-PA-10001763,29,,,
2462,CA-2021-142419,11/7/2021,13/07/2021,Second Class,SC-20380,Consumer,98115,OFF-BI-10001597,98,,,
